bed ,row ,col ,unique.ID ,phen ,diam.mm ,num.flw ,date.collected ,long.fruit.cm ,total.branch ,overhd.diam ,overhd.perp ,survey.date ,survey.notes ,
D ,41,B ,1173,,,,,,,,,,,
D ,42,A ,67,P ,9.7,0,6/6/24,7.4,1,76,35,6/6/24,,
D ,42,B ,651,,,,,,,,,,,
D ,43,A ,437,P ,6.82,0,7/3/24,8,2,106,93,7/3/24,,
D ,43,B ,1298,P ,6.87,0,7/3/24,9.2,3,93,69,7/3/24,,
D ,44,A ,1333,X ,8.74,0,7/3/26,NA ,1,21.5,17,0,7/3/24,
D ,44,B ,136,X ,6.37,0,7/3/24,NA ,1,10,8,7/3/24,,
D ,45,A ,275,,,,,,,,,,,
D ,45,B ,buffer ,,,,,,,,,,,
D ,46,A ,buffer ,,,,,,,,,,,
D ,46,B ,buffer ,,,,,,,,,,,
D ,1,C ,buffer ,,,,,,,,,,,
D ,1,D ,buffer ,,,,,,,,,,,
D ,2,C ,115,,,,,,,,,,,
D ,2,D ,1019,,,,,,,,,,,
D ,3,C ,678,P ,9.95,0,7/3/24,8,1,50,48,7/3/24,,
D ,3,D ,1388,,,,,,,,,,,
D ,4,C ,266,,,,,,,,,,,
D ,4,D ,44,P ,15.89,0,5/30/24,12.3,1,92.8,76.5,5/23/24,,
D ,5,C ,696,P ,17.01,0,7/3/24,10.5,1,102,85,7/3/24,,
D ,5,D ,2046,P ,16.66,0,7/3/24,7.5,1,84,65,7/3/24,,
D ,6,C ,211,P ,25.98,0,1/3/24,8.5,3,85,70,7/3/24,,
D ,6,D ,1149,,,,,,,,,,,
D ,7,C ,364,,,,,,,,,,,
D ,7,D ,531,,,,,,,,,,,
D ,8,C ,1103,,,,,,,,,,,
D ,8,D ,249,,,,,,,,,,,
D ,9,C ,223,P ,12.96,0,7/3/24,5.7,2,53,52,7/3/24,,
D ,9,D ,716,P ,15.42,0,5/30/24,7.4,1,73.5,55.6,5/23/24,several fruits already dehisted ,
D ,10,C ,1091,,,,,,,,,,,
D ,10,D ,497,P ,12.16,0,7/3/24,6.5,2,70,43,7/3/24,,
D ,11,C ,74,P ,17.96,0,5/30/24,7.7,1,71,68.7,5/23/24,,
D ,11,D ,1079,X ,10.38,0,7/3/24,NA ,2,42,32,7/3/24,,
D ,12,C ,741,P ,20.42,0,7/3/24,9,1,105,100,7/3/24,,
D ,12,D ,890,P ,1323,0,7/3/24,5.5,1,58,3] ,7/3/02,,
D ,13,C ,1262,P ,24.54,0,7/3/24,7.5,1,97,89,7/3/24,,
D ,13,D ,1376,P ,30.77,0,7/3/24,8,1,122,100,7/3/24,,
D ,14,C ,1277,X ,9.26,0,5/30/24,8.2,1,65.8,32.7,17-May,5/17 plant dry ,
D ,14,D ,278,,,,,,,,,,,
D ,15,C ,163,,,,,,,,,,,
D ,15,D ,814,P ,14.87,0,,7.2,4,55.9,42.8,14-May,bushy plant plant not found 56 ,
D ,16,C ,590,,,,,,,,,,,
D ,16,D ,1212,,,,,,,,,,,
D ,17,C ,468,X ,NA ,0,5/30/24,4.8,4,44.5,42.5,5/23/24,cannot meas are diameter, lost fruits/seeds 
D ,17,D ,452,,,,,,,,,,,
D ,18,C ,1043,,,,,,,,,,,
D ,18,D ,728,p ,16.3,0,7/3/24,8.5,1,89,77,7/3/24,,
D ,19,C ,1289,p ,13.14,0,7/3/24,6.5,1,52,62,7/33/24 ,,
D ,19,D ,1137,,,,,,,,,,,
D ,20,C ,2034,,,,,,,,,,,
D ,20,D ,199,,,,,,,,,,,
D ,21,C ,88,P ,19.38,0,7/3/24,8.5,1,92,65,7/3/24,,
D ,21,D ,440,p ,21.28,0,7/3/24,8,1,122,79,7/3/24,,
D ,22,C ,175,,,,,,,,,,,
D ,22,D ,1056,,,,,,,,,,,
D ,23,C ,buffer ,,,,,,,,,,,
D ,23,D ,buffer ,,,,,,,,,,,
D ,24,C ,buffer ,,,,,,,,,,,
D ,24,D ,583,,,,,,,,,,,
D ,25,C ,361,,,,,,,,,,,
D ,25,D ,1274,,,,,,,,,,,
D ,26,C ,1245,P ,17.03,0,5/30/24,9.2,1,96.5,95.5,5/23/24,,
D ,26,D ,494,,,,,,,,,,,
D ,27,C ,1233,,,,,,,,,,,
D ,27,D ,1076,,,,,,,,,,,
D ,28,C ,1004,X ,14.98,0,6/6/24,7.2,1,74.5,57,6/6/24,,
D ,28,D ,968,,,,,,,,,,,
D ,29,C ,2031,,,,,,,,,,,
D ,29,D ,349,,,,,,,,,,,
D ,30,C ,100,,,,,,,,,,,
D ,30,D ,85,P ,10.96,0,5/30/24,10.6,1,62.5,48,5/23/24,,
D ,31,C ,675,,,,,,,,,,,
D ,31,D ,992,,,,,,,,,,,
D ,32,C ,196,,,,,,,,,,,
D ,32,D ,148,,,,,,,,,,,
D ,33,C ,2019,,,,,,,,,,,
D ,33,D ,886,,,,,,,,,,,
D ,34,C ,1016,,,,,,,,,,,
D ,34,D ,1100,,,,,,,,,,,
D ,35,C ,449,,,,,,,,,,,
D ,35,D ,1221,,,,,,,,,,,
D ,36,C ,172,,,,,,,,,,,
D ,36,D ,737,,,,,,,,,,,
D ,37,C ,465,,,,,,,,,,,
D ,37,D ,854,,,,,,,,,,,
D ,38,C ,124,,,,,,,,,,,
D ,38,D ,1052,P ,7.02,0,6/20/24,5.1,1,40.5,35.2,6/20/24,,
D ,39,C ,39,P ,18.96,0,5/30/24,7.1,1,107.3,93.4,5/23/24,,
D ,39,D ,786,P ,9.34,0,5/20/24,7.2,1,57,45,6/20/24,,
D ,40,C ,425,,,,,,,,,,,
D ,40,D ,1088,,,,,,,,,,,
D ,41,C ,569,P ,20.41,0,6/20/24,8.5,6,81,33,6/20/24,,
D ,41,D ,184,,,,,,,,,,,
D ,42,C ,663,P ,26.03,0,6/20/24,7.2,1,85,63,6/20/24,,
D ,42,D ,806,,,,,,,,,,,
D ,43,C ,615,,,,,,,,,,,
D ,43,D ,1350,,,,,,,,,,,
D ,44,C ,1286,,,,,,,,,,,
D ,44,D ,1258,,,,,,,,,,,
D ,45,C ,12,,,,,,,,,,,
D ,45,D ,482,,,,,,,,,,,
D ,46,C ,buffer ,,,,,,,,,,,
D ,46,D ,buffer ,,,,,,,,,,,
E ,1,A ,buffer ,,,,,,,,,,,
E ,1,B ,buffer ,,,,,,,,,,,
E ,2,A ,261,,,,,,,,,,,
E ,2,B ,413,P ,15.4,0,5/23/24,10.5,2,60,GO ,5/23/24,,
E ,3,A ,134,X ,7.4,0,6/28/24,NA ,N ,16,12,6/28/24,,
E ,3,B ,611,P ,18.29,0,6/28/24,105,1,115,91,6/28124 ,,
E ,4,A ,519,,,,,,,,,,,
E ,4,B ,463,,,,,,,,,,,
E ,5,A ,770,X ,8.09,0,8,4.3,1,51.7,44.6,14-May,plant drying ,
E ,5,B ,158,,,,,,,,,,,
E ,6,A ,1063,P ,17.68,0,6128124,615,1,74,65,6/28/24,,
E ,6,B ,852,,,,,,,,,,,
E ,7,A ,182,,,,,,,,,,,
E ,7,B ,65,P ,14.8,0,,8.5,1,82.2,78.8,17-May,5/30 already collected ,
E ,8,A ,435,P ,21.2,0,6/28/24,7.5,1,97,94,6/28/24,,
E ,8,B ,1050,,,,,,,,,,,
E ,9,A ,1026,X ,13.15,0,6/28/24,NA ,3,35,27,6/28/24,,
E ,9,B ,492,P ,15.26,0,6/28/24,9.8,3,59,55,6/28/24,,
E ,10,A ,1371,P ,21.45,0,6/28/24,10.1,1,123,96,6/28/24,,
E ,10,B ,110,X ,6.37,0,6/28/24,NA ,2,16,16,6128124,,
E ,11,A ,1086,,,,,,,,,,,
E ,11,B ,81,P ,13.48,0,,68,1,84,42.6,17-May,5/30 already collected ,
E ,12,A ,2005,P ,13.22,0,6/28/24,8.8,3,87,72,6/28/24,,
E ,12,B ,2017,,,,,,,,,,,
E ,13,A ,1271,,,,,,,,,,,
E ,13,B ,802,X ,5.41,0,6128124,NA ,4,12.5,10,6/28/24,,
E ,14,A ,447,P ,16.55,0,6/28/24,9.4,1,96,95,6/28/24,,
E ,14,B ,2041,,,,,,,,,,,
E ,15,A ,673,P ,14.18,0,6/28/24,8,6,1,82,62,6/28/24,
E ,15,B ,347,,,,,,,,,,,
E ,16,A ,506,P ,18.51,0,6/28/24,8.2,G ,56,76,6/28/24,,
E ,16,B ,1284,X ,16.49,0,,7.2,1,56.3,43.8,17-May,Plant duying 5/30 dragetted ,
E ,17,A ,230,,,,,,,,,,,
E ,17,B ,688,P ,16.34,0,,8.3,1,73.6,72.7,17-May,5/30 already collected ,
E ,18,A ,649,P ,12.18,0,6/28/24,10.2,1,40,62,6/28/24,,
E ,18,B ,1014,P ,19.06,22,5/23/24,7,1,100,90,5/23/24,,
E ,19,A ,23,P ,10.78,0,5/23/24,9,1,25,23,5/23/24,,
E ,19,B ,711,P ,11.14,0,5/23/24,11,2,70,60,5/23/24,,
E ,20,A ,273,,,,,,,,,,,
E ,20,B ,750,P ,17.28,0,6/28/24,8.6,1,120,98,6/28/24,,
E ,21,A ,206,P ,15.69,0,6/28/24,8.1,2,51.2,38,6/28/24,,
E ,21,B ,170,,,,,,,,,,,
E ,22,A ,538,,,,,,,,,,,
E ,22,B ,1243,P ,16.3,0,5/30/24,10,1,55,75,5/23/24,,
E ,23,A ,buffer ,,,,,,,,,,,
E ,23,B ,buffer ,,,,,,,,,,,
E ,24,A ,947,,,,,,,,,,,
E ,24,B ,71,,,,,,,,,,,
E ,25,A ,1148,P ,7.24,NA ,6/28/24,NA ,4,18.1,20,6/28/24,,
E ,25,B ,856,,,,,,,,,,,
E ,26,A ,1066,,,,,,,,,,,
E ,26,B ,351,,,,,,,,,,,
E ,27,A ,387,P ,17.08,0,6/28/24,4,2,46,34,6/28/24,,
E ,27,B ,844,V ,9.84,0,6/28/24,NA ,1,40,38,6/28/24,,
E ,28,A ,812,V ,22.14,NA ,6/28/24,NA ,5,61,43,6/28/24,,
E ,28,B ,715,P ,16.76,0,6/28/24,8.2,1,85,81,6/28/24,Dehisced ,
E ,29,A ,265,,,,,,,,,,,
E ,29,B ,150,X ,6.48,NA ,6/28/24,NA ,3,11.1,12,6/28/24,,
E ,30,A ,975,,,,,,,,,,,
E ,30,B ,198,P ,24,0,6/28/24,6.2,2,37.1,47,6/28/24,,
E ,31,A ,542,,,,,,,,,,,
E ,31,B ,102,,,,,,,,,,,
E ,32,A ,994,P ,15.22,0,6/28/24,9.5,1,58,75.6,6/28/24,,
E ,32,B ,1387,,,,,,,,,,,
E ,33,A ,2045,P ,9.78,0,6/28/24,9.1,1,72.1,51.3,6/28/24,,
E ,33,B ,511,X ,15.87,0,5/30/24,8,1,46,46,5/23/24,,
E ,34,A ,1247,P ,10.74,0,6/28/24,9.2,1,56.1,55,6/28/24,Dehisced ,
E ,34,B ,210,,,,,,,,,,,
E ,35,A ,174,,,,,,,,,,,
E ,35,B ,739,,,,,,,,,,,
E ,36,A ,1018,p ,14.6,0,6/28/24,9.8,1,81,79.3,6/28/24,Dehisced ,
E ,36,B ,888,,,,,,,,,,,
E ,37,A ,530,,,,,,,,,,,
E ,37,B ,248,x ,14.18,0,5/30/24,7,2,23,20,5/23/24,,
E ,38,A ,138,,,,,,,,,,,
E ,38,B ,727,P ,14.69,0,5/30/24,7.5,5,70,62,5/23/24,,
E ,39,A ,693,P ,13.88,0,6/6/24,7.4,1,64,69,6/6/24,,
E ,39,B ,586,,,,,,,,,,,
E ,40,A ,1042,X ,6.43,NA ,6/28/24,NA ,1,12.1,11,6/28/24,,
E ,40,B ,2021,X ,5.51,NA ,6/28/24,NA ,2,9,13,6/28/24,,
E ,41,A ,186,,,,,,,,,,,
E ,41,B ,27,,,,,,,,,,,
E ,42,A ,1102,,,,,,,,,,,
E ,42,B ,1211,P ,16.29,0,5/30/24,8.8,1,23,50,5/23/24,,
E ,43,A ,57,P ,10.83,0,5/30/24,9.2,3,40,30,5123124,,
E ,43,B ,114,,,,,,,,,,,
E ,44,A ,87,P ,11.14,0,6/28/24,8.3,1,57,39.2,6/28/24,,
E ,44,B ,277,,,,,,,,,,,
E ,45,A ,467,,,,,,,,,,,
E ,45,B ,1223,P ,17.08,0,5/30/24,7.8,1,65,60,5/23/24,,
E ,46,A ,buffer ,,,,,,,,,,,
E ,46,B ,buffer ,,,,,,,,,,,
E ,1,C ,buffer ,,,,,,,,,,,
E ,1,D ,buffer ,,,,,,,,,,,
E ,2,C ,243,P ,13.97,0,5/30/24,7,1,40,40,5/23/24,,
E ,2,D ,2029,,,,,,,,,,,
E ,3,C ,990,,,,,,,,,,,
E ,3,D ,581,X ,15.16,0,6/20/24,3,1,23.5,22,6/20/24,,
E ,4,C ,1256,,,,,,,,,,,
E ,4,D ,1383,P ,22.41,0,6/20/24,7,1,112,110.5,6/20/24,,
E ,5,C ,1132,X ,6.18,0,6/20/24,NA ,1,26,20,6/20/24,no fruit ,
E ,5,D ,735,,,,,,,,,,,
E ,6,C ,1321,,,,,,,,,,,
E ,6,D ,923,,,,,,,,,,,
E ,7,C ,218,,12,0,6/20/24,4.5,1,49,38,6/20/24,,
E ,7,D ,840,,,,,,,,,,,
E ,8,C ,122,,,,,,,,,,,
E ,8,D ,1348,,,,,,,,,,,
E ,9,C ,1296,P ,18.34,0,5/30/24,6.4,1,98,69.9,17-May,plant drying; 5/30 siliques already dehisced,
E ,9,D ,784,P ,16.8,0,6/20/24,5.7,1,88,65,6/20/24,,
E ,10,C ,10,P ,9.98,0,5/30/24,7.2,1,NA ,NA ,5/30/24,5/30 harvested before hand measurements couldn't get canopy ,
E ,10,D ,359,,,,,,,,,,,
E ,11,C ,36,P ,13.51,0,5/30/24,7.5,3,30,20,5/23/24,,
E ,11,D ,626,X ,15.75,0,6/6/24,8.4,1,76,69,6/6/24,,
E ,12,C ,1038,X ,NA ,0,6/20/24,NA ,2,22,16,6/20/24,no fruit; couldn't measure diameter,
E ,12,D ,567,P ,27.5,0,6/20/24,7.9,2,120,80,6/20/24,,
E ,13,C ,1144,,,,,,,,,,,
E ,13,D ,383,,,,,,,,,,,
E ,14,C ,98,P ,20.45,0,6/20/24,9.2,1,110,100,6/20/24,,
E ,14,D ,723,,,,,,,,,,,
E ,15,C ,1165,X ,NA ,0,6/20/24,NA ,1,9.2,9.5,6/20/24,no fruit; couldn't measure diameter,
E ,15,D ,1098,,,,,,,,,,,
E ,16,C ,1219,P ,23.44,0,6/20/24,7.3,1,95,86,6/20/24,,
E ,16,D ,146,,,,,,,,,,,
E ,17,C ,286,,,,,,,,,,,
E ,17,D ,1074,P ,3.27,0,6/20/24,4.7,1,17.5,10.5,6/20/24,,
E ,18,C ,194,,,,,,,,,,,
E ,18,D ,555,P ,17.1,0,6/20/24,7.4,1,77,39,6/20/24,some roots collected ,
E ,19,C ,960,,,,,,,,,,,
E ,19,D ,51,P ,6.95,0,5/30/24,10.5,1,20,15,5/23/24,,
E ,20,C ,1204,& ,16.26,0,5/30/24,10.5,1,100,95,5/23/24,,
E ,20,D ,475,P ,10.87,0,6/20/24,3.9,1,23.9,19.3,6/20/24,some roots collected ,
E ,21,C ,661,P ,11.61,0,6/20/24,6.5,1,64,31,6/20/24,,
E ,21,D ,1231,P ,13.64,0,5/30/24,7.5,1,68,40,5/23/24,,
E ,22,C ,879,,,,,,,,,,,
E ,22,D ,1002,P ,16.87,0,6/20/24,8.9,1,75,74,6/20/24,,
E ,23,C ,buffer ,,,,,,,,,,,
E ,23,D ,318,,,,,,,,,,,
E ,24,C ,buffer ,,,,,,,,,,,
E ,24,D ,1078,P ,10.29,3,6/20/24,5,3,56,0,41,6/20/24,
E ,25,C ,322,,,,,,,,,,,
E ,25,D ,234,,,,,,,,,,,
E ,26,C ,427,P ,19.83,0,6/20/24,8.3,1,134,77,6/20/24,,
E ,26,D ,439,X ,8.19,0,5/30/24,5,2,110,30,5/23/24,,
E ,27,C ,1375,,,,,,,,,,,
E ,27,D ,1288,P ,8.3,1,6/20/24,6.1,1,64,42,6/20/24,,
E ,28,C ,162,,,,,,,,,,,
E ,28,D ,496,X ,10.35,0,5/30/34,8,2,50,44,5/23/24,,
E ,29,C ,41,,,,,,,,,,,
E ,29,D ,1261,,,,,,,,,,,
E ,30,C ,363,,,,,,,,,,,
E ,30,D ,559,X ,8.61,0,5/30/24,5,1,30,20,5/23/24,,
E ,31,C ,788,,,,,,,,,,,
E ,31,D ,2009,,,,,,,,,,,
E ,32,C ,1194,,,,,,,,,,,
E ,32,D ,653,,,,,,,,,,,
E ,33,C ,1335,,,,,,,,,,,
E ,33,D ,2033,,,,,,,,,,,
E ,34,C ,757,,,,,,,,,,,
E ,34,D ,1030,,,,,,,,,,,
E ,35,C ,1235,,,,,,,,,,,
E ,35,D ,222,,,,,,,,,,,
E ,36,C ,774,P ,14.17,0,5/30/24,9,1,70,70,5/23/24,,
E ,36,D ,571,P ,14.14,0,5/30/24,10,5,50,40,5/23/24,,
E ,37,C ,294,,,,,,,,,,,
E ,37,D ,617,,,,,,,,,,,
E ,38,C ,665,,,,,,,,,,,
E ,38,D ,126,,,,,,,,,,,
E ,39,C ,1276,,,,,,,,,,,
E ,39,D ,1006,,,,,,,,,,,
E ,40,C ,631,,,,,,,,,,,
E ,40,D ,484,,,,,,,,,,,
E ,41,C ,1301,,,,,,,,,,,
E ,41,D ,1136,,,,,,,,,,,
E ,42,C ,451,,,,,,,,,,,
E ,42,D ,677,,,,,,,,,,,
E ,43,C ,1362,P ,14.73,0,5/30/24,9,1,48,40,5/23/24,,
E ,43,D ,15,,,,,,,,,,,
E ,44,C ,1054,,,,,,,,,,,
E ,44,D ,1090,,,,,,,,,,,
E ,45,C ,1,P ,13.13,0,5/30/24,8,3,36,36,5/23/24,,
E ,45,D ,buffer ,,,,,,,,,,,
E ,46,C ,buffer ,,,,,,,,,,,
E ,46,D ,buffer ,,,,,,,,,,,
F ,1,A ,buffer ,,,,,,,,,,,
F ,1,B ,buffer ,,,,,,,,,,,
F ,2,A ,1082,P ,16.69,0,6/20/24,4.2,1,43,42,6/20/24,,
F ,2,B ,1251,P ,12.94,1,5/23/24,7.5,1,85.3,67.8,5/23/24,,
F ,3,A ,1379,,,,,,,,,,,
F ,3,B ,534,X ,6.39,0,6/27/24,NA ,5,6.5,6.5,6/27/24,,
F ,4,A ,1094,X ,8.54,0,6/27/24,NA ,1,22,15.5,6/27/24,,
F ,4,B ,1339,,,,,,,,,,,
F ,5,A ,746,P ,18.96,0,5/30/24,9,1,68,72,5/30/24,,
F ,5,B ,269,,,,,,,,,,,
F ,6,A ,130,,,,,,,,,,,
F ,6,B ,254,P ,16.48,0,6/14/14,9.7,1,98,77,6/6/24,,
F ,7,A ,731,P ,15.49,0,6/14/24,7.5,1,90,57,6/6/24,,
F ,7,B ,214,,,,,,,,,,,
F ,8,A ,142,X ,4.45,0,6/27/24,NA ,3,12.5,11,6/27/24,,
F ,8,B ,190,,,,,,,,,,,
F ,9,A ,2001,P ,17.91,0,6/14/24,6.9,1,109,80,6/6/24,,
F ,9,B ,178,,,,,,,,,,,
F ,10,A ,550,P ,21.69,0,6/20/24,8.2,3,83,65,6/20/24,,
F ,10,B ,282,,,,,,,,,,,
F ,11,A ,657,P ,13.98,0,6/14/24,9.2,1,98,40,6/6/24,,
F ,11,B ,500,P ,7.3,0,6/20/24,9.2,,96,93,6/20/24,,
F ,12,A ,2037,,,,,,,,,,,
F ,12,B ,1046,P ,15.39,0,6/14/24,5.8,6,38.8,34,6/14/24,,
F ,13,A ,1280,P ,10.9,0,5/23/24,5.7,1,48.4,46.3,5/14/24,plant drying ,
F ,13,B ,1112,,,,,,,,,,,
F ,14,A ,682,P ,14.66,0,5/23/24,7.8,1,57.2,56.2,5/14/24,plant drying ,
F ,14,B ,488,P ,12.98,0,6/20/24,9.5,3,70,56,6/20/24,,
F ,15,A ,355,,,,,,,,,,,
F ,15,B ,1010,P ,15.89,0,6/27/24,7.8,1,85.7,76,6/27/24,,
F ,16,A ,166,,,,,,,,,,,
F ,16,B ,1034,X ,5.7,0,6/27/24,NA ,1,12,11,6/27/24,,
F ,17,A ,1198,P ,21.24,0,6/14/24,8.1,1,100,49,6/6/24,,
F ,17,B ,1227,P ,13.89,0,5/30/24,9.1,1,88,59,5/23/24,,
F ,18,A ,202,p ,15.25,0,6/27/24,7.9,1,75,54,6/27/24,starting to dehisc,
F ,18,B ,986,P ,16.68,0,5/30/24,9.5,1,100,79,5/23/24,,
F ,19,A ,1140,,,,,,,,,,,
F ,19,B ,154,X ,4.42,0,6/27/24,NA ,2,11,98,6/27/24,,
F ,20,A ,1266,P ,14.28,0,5/30/24,8.5,1,80,67,5/23/24,too dry; lost some seed,
F ,20,B ,998,P ,17.52,0,6/27/24,9.3,1,77.5,61,6/27/02,,
F ,21,A ,860,,,,,,,,,,,
F ,21,B ,106,,,,,,,,,,,
F ,22,A ,1292,P ,12.14,0,6/14/24,6.7,1,64,59,6/6/24,,
F ,22,B ,1022,,,,,,,,,,,
F ,23,A ,563,P ,15.75,0,6/27/24,8.8,1,72,65,6/27/24,Mostly dehisc,
F ,23,B ,buffer ,,,,,,,,,,,
F ,24,A ,buffer ,,,,,,,,,,,
F ,24,B ,1005,P ,11.1,2,5/30/24,8.4,1,103.5,97,5/23/24,,
F ,25,A ,40,P ,10.19,0,5/23/24,6.4,4,67,63.4,14-May,,
F ,25,B ,1300,X ,13.4,0,6/27/24,NA ,3,34,38,6/27/24,,
F ,26,A ,26,,,,,,,,,,,
F ,26,B ,68,P ,10.97,0,5/23/24,7.1,1,72.6,50.9,14-May,,
F ,27,A ,101,,,,,,,,,,,
F ,27,B ,887,,,,,,,,,,,
F ,28,A ,558,P ,20.47,0,6/14/24,9.3,1,116,105,6/6/24,,
F ,28,B ,664,P ,23.32,0,5/30/24,7.1,3,76,73,5/23/24,,
F ,29,A ,1147,,,,,,,,,,,
F ,29,B ,570,P ,19.28,0,6/14/24,9,9,97,64,6/14/24,,
F ,30,A ,386,,,,,,,,,,,
F ,30,B ,1287,P ,8.28,0,5/23/24,5.9,1,8.6,26.6,14-May,plant drying ,
F ,31,A ,938,,,,,,,,,,,
F ,31,B ,1089,,,,,,,,,,,
F ,32,A ,1260,,,,,,,,,,,
F ,32,B ,185,,,,,,,,,,,
F ,33,A ,137,,,,,,,,,,,
F ,33,B ,125,,,,,,,,,,,
F ,34,A ,714,P ,17.77,0,6/14/24,8.5,3,93,65,6/14/24,,
F ,34,B ,55,P ,11.18,0,5/30/24,9,1,55,41,5/23/24,,
F ,35,A ,726,P ,2.54,0,6/14/24,7,1,30,0,6/14/24,only 2 branches ,
F ,35,B ,1222,P ,20.23,0,6/20/24,9.3,1,86,63,6/20/24,,
F ,36,A ,855,,,,,,,,,,,
F ,36,B ,426,P ,16.33,0,5/30/24,7.4,1,92,77,5/23/24,,
F ,37,A ,807,P ,20.29,0,6/20/24,7.5,8,70,66,6/20/24,,
F ,37,B ,1135,,,,,,,,,,,
F ,38,A ,773,P ,17.71,0,6/14/24,7.6,1,73.5,58,6/14/24,,
F ,38,B ,1275,,,,,,,,,,,
F ,39,A ,2032,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NEED TO REMOVE THIS PLANT FROM THE DATA SETI ,
F ,39,B ,1053,P ,6.43,0,6/14/24,5.5,1,41,42,6/14/24,,
F ,40,A ,630,P ,20.42,0,5/30/24,7.8,1,94,66.3,3/23/24,,
F ,40,B ,541,,,,,,,,,,,
F ,41,A ,1334,,,,,,,,,,,
F ,41,B ,450,P,10.86,0,6/27/24,5.2,1,23,5,2C ,6/27/27,
F ,42,A ,264,,,,,,,,,,,
F ,42,B ,2044,,,,,,,,,,,
F ,43,A ,529,,,,,,,,,,,
F ,43,B ,173,,,,,,,,,,,
F ,44,A ,221,P ,6.04,0,6/14/24,5.2,1,23.5,26,6/14/24,,
F ,44,B ,149,X ,6.29,0,6/27/24,NA ,1,20.3,19.7,6/27/24,,
F ,45,A ,197,P ,20.99,0,6/27/24,9.4,2,68,69,6/27/24,,
F ,45,B ,362,,,,,,,,,,,
F ,46,A ,buffer ,,,,,,,,,,,
F ,46,B ,buffer ,,,,,,,,,,,
F ,1,C ,buffer ,,,,,,,,,,,
F ,1,D ,buffer ,,,,,,,,,,,
F ,2,C ,764,P ,14.16,0,5/30/24,8.5,1,87,86,5/23/24,,
F ,2,D ,5,P ,17.64,0,5/30/24,9.3,1,71,45,5/23/24,,
F ,3,C ,443,P ,18.02,0,6/14/24,9,1,100,67,6/14/24,,
F ,3,D ,1059,P ,3.04,0,6/20/24,5,1,10,8,6/20/24,,
F ,4,C ,669,P,16.61,0,6/14/24,7.2,1,82,68,6/14/24,,
F ,4,D ,515,,,,,,,,,,,
F ,5,C ,707,p ,17.36,0,6/20/24,9,4,82,50,6/20/24,,
F ,5,D ,31,,,,,,,,,,,
F ,6,C ,455,,,,,,,,,,,
F ,6,D ,93,,,,,,,,,,,
F ,7,C ,2025,,,,,,,,,,,
F ,7,D ,1215,P ,11.89,0,6/14/24,8.1,2,83,67.5,6/14/24,,
F ,8,C ,375,,,,,,,,,,,
F ,8,D ,641,P ,19.36,0,6/20/24,9.8,1,64,70,6/20/24,,
F ,9,C ,306,,,,,,,,,,,
F ,9,D ,471,X ,9.85,0,6/27/24,NA ,3,25,22,6/27/24,,
F ,10,C ,621,P ,18.24,0,6/20/24,9.3,1,71,110,6/20/24,,
F ,10,D ,575,,,,,,,,,,,
F ,11,C ,77,P ,13,0,5/30/24,7.2,1,74.6,67,5/23/24,,
F ,11,D ,795,,,,,,,,,,,
F ,12,C ,914,,,,,,,,,,,
F ,12,D ,431,P ,20.39,0,6/14/24,7.3,1,>9 ,86,6/14/24,,
F ,13,C ,778,,,,,,,,,,,
F ,13,D ,848,,,,,,,,,,,
F ,14,C ,238,P ,14.17,0,6/14/24,7.1,3,38,40,6/14/24,,
F ,14,D ,1070,P ,5.54,0,6/20/24,NA ,3,23.5,10.5,6/20/24,6/20 no fruit seen ,
F ,15,C ,118,X ,7.52,0,6/27/24,NA ,3,21.6,17.5,6/27/24,,
F ,15,D ,2013,,,,,,,,,,,
F ,16,C ,400,P ,17.4,0,5/30/24,7.5,1,102,76,14-May,,
F ,16,D ,606,P,18.41,0,6/20/24,9.6,1,75,84,6/20/24,,
F ,17,C ,1239,P ,14.4,0,6/14/24,7,1,92,65,6/14/21,,
F ,17,D ,226,P ,10.31,0,6/20/24,4.6,2,36,28,6/20/24,,
F ,18,C ,2049,P ,15.7,0,6/20/24,8.5,3,97,90,6/20/24,,
F ,18,D ,719,P ,18.78,0,6/14/24,8.6,1,92,71,6/14/24,,
F ,19,C ,1312,,,,,,,,,,,
F ,19,D ,1152,,,,,,,,,,,
F ,20,C ,47,P ,12.61,0,5/30/24,9.8,1,36,20,5/23/24,,
F ,20,D ,340,,,,,,,,,,,
F ,21,C ,61,P ,14.15,0,5/30/24,11,1,67.8,100,14-May,,
F ,21,D ,1366,P ,16.63,0,6/14/24,9.5,1,66,65,6/14/24,,
F ,22,C ,829,,,,,,,,,,,
F ,22,D ,19,P ,14.14,0,5/30/24,7,1,51,47,14-May,,
F ,23,C ,951,,,,,,,,,,,
F ,23,D ,buffer ,,,,,,,,,,,
F ,24,C ,652,P ,23.52,0,5/30/24,5.5,1,93,110,5/23/24,,
F ,24,D ,buffer ,,,,,,,,,,,
F ,25,C ,1101,,,,,,,,,,,
F ,25,D ,1386,P ,18.82,0,6/20/24,9.2,1,77,72,6/20/24,,
F ,26,C ,495,P ,19.99,0,5/30/24,9.7,3,73,62,5/23/24,,
F ,26,D ,843,,,,,,,,,,,
F ,27,C ,787,,,,,,,,,,,
F ,27,D ,1374,P ,16.83,0,6/20/24,9.1,1,43,62,6/20/24,,
